Name,Tm,smiles,Cation,Anion,reference
tetrabutylphosphonium bromide,378.65,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],CCCC[P+](CCCC)(CCCC)CCCC,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tetrabutylammonium chloride,350.0,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCC[N+](CCCC)(CCCC)CCCC,[Cl-],"Molecules 2021, 26(9), 2454"
N-methyl-N-(2-hydroxyethyl)morpholinium bromide,419.2,C[N+]1(CCO)CCOCC1.[Br-],C[N+]1(CCO)CCOCC1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
N-allyl-N-methylmorpholinium chloride,455.65,"C=CC[N+]1(C)CCOCC1,[Cl-]",C=CC[N+]1(C)CCOCC1,[Cl-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
"N,N,N-tri(n-propyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",352.1,CCC[N+](CCC)(CCC)CCCC(=O)OCC.[Br-],CCC[N+](CCC)(CCC)CCCC(=O)OCC,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
N-methyl-N-ethyl-pyrrolidinium tosylate,393.2008155,CC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,CC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium tetrafluoroborate,287.6,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium chloride,362.0,CCn1cc[n+](C)c1.[Cl-],CCn1cc[n+](C)c1,[Cl-],"Molecules 2021, 26(9), 2454"
3-[2-(3-ethoxylphenyl)-2-oxoethyl]-1-methylimidazolium bromide,410.65,CCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1.[Br-],CCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-allyl-3-methylimidazolium chloride,328.1,C=CCn1cc[n+](C)c1.[Cl-],C=CCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butylpyridinium chloride,405.4,CCCC[n+]1ccccc1.[Cl-],CCCC[n+]1ccccc1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",311.1,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,CCCCn1cc[n+](C)c1C,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,270.1,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tetrapropylammonium bis[(trifluoromethyl)sulfonyl]imide,378.0,CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](CCC)(CCC)CCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium tetrafluoroborate",377.15,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-methyl-3-methylimidazolium trifluoroacetate,326.7,"Cn1cc[n+](C)c1,O=C([O-])C(F)(F)F",Cn1cc[n+](C)c1,O=C([O-])C(F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
Ethyldimethylsulfonium dicyanoamide,245.1686418,CC[S+](C)C.N#C[N-]C#N,CC[S+](C)C,N#C[N-]C#N,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
3-methyl-1-octadecylpyridinium chloride,386.0,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-dimethylimidazolium chloride",399.1,Cn1cc[n+](C)c1.[Cl-],Cn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
triethyl-methylammonium bis(trifluoromethylsulfonyl)imide,402.15,CC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,272.11,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-propyl-3-methylimidazolium (nonafluoro-n-butyl)trifluoroborate,261.0,CCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"1,3-dipropyl-2-isobutylimidazolium bromide",436.0,CCCn1cc[n+](CCC)c1CC(C)C.[Br-],CCCn1cc[n+](CCC)c1CC(C)C,[Br-],"Molecules 2021, 26(9), 2454"
1-ethyl-3-methylimidazolium nitrite,328.0,CCn1cc[n+](C)c1.O=N[O-],CCn1cc[n+](C)c1,O=N[O-],"Molecules 2021, 26(9), 2454"
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,265.8,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-hexyl-3-methylimidazolium 4-nitropyrazolide,306.0,CCCCCCn1cc[n+](C)c1.[c-]1nc[nH]n1,CCCCCCn1cc[n+](C)c1,[c-]1nc[nH]n1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"4-ethyl-2-isopropyl-3-butyl-4,5-dihydro-thiazolium tetrafluoroborate",384.15,CCCC[N+]1=C(C(C)C)SCC1CC.F[B-](F)(F)F,CCCC[N+]1=C(C(C)C)SCC1CC,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylimidazolium trifluoromethanesulfonate,279.85,"CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F",CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,292.0,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"1-butyl-2,3-dimethylimidazolium 4,4,5,5,5-pentafluoropentyl sulfate",286.0,CCCCn1cc[n+](C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1C,O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,271.0,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
didecyldimethylammonium tetrafluoroborate,301.0,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.F[B-](F)(F)F,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
1-butyl-3-methylimidazolium chloride,341.95,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
dimethyl-ethyl-propylammonium bis((trifluoromethyl)sulfonyl)imide,295.0,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",378.15,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,CS(=O)(=O)[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-Butyl-2,3-dimethylimidazolium perfluorobutylsulfonate",332.0169651,CCCCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1C,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-tetradecyl-3-methylimidazolium tetrafluoroborate,315.0,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,363.0,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-(2-Methoxyethyl)-3-methylimidazolium trifluoromethanesulfonate,300.1315789,COCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,COCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylimidazolium chloride,338.0,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoroethyl)borate",240.2,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium tetrafluoroborate,288.0,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
1-methyl-1-pentylpiperidinium bromide,447.0,CCCCC[N+]1(C)CCCCC1.[Br-],CCCCC[N+]1(C)CCCCC1,[Br-],"Molecules 2021, 26(9), 2454"
"N,N,N-trimethyl-N-(2-methoxyethyl)ammonium bis((trifluoromethyl)sulfonyl)imide",310.0297619,COCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-benzyl-2-n-undecyl-3-methylimidazolium bromide,460.0,CCCCCCCCCCCc1n(Cc2ccccc2)cc[n+]1C.[Br-],CCCCCCCCCCCc1n(Cc2ccccc2)cc[n+]1C,[Br-],"Molecules 2021, 26(9), 2454"
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,270.1,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
3-butyl-1-phenyl-2-propyl-1H-imidazol-3-ium bromide,412.15,"CCCC[n+]1ccn(-c2ccccc2)c1CCC,[Br-]",CCCC[n+]1ccn(-c2ccccc2)c1CCC,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-butyl-3-methylimidazolium chloride,314.0,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-],"Molecules 2021, 26(9), 2454"
tetrabutylammonium hydrogen sulfate,444.65,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])O,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
trimethyl methoxymethyl ammonium tetrafluoroborate,331.15,"COC[N+](C)(C)C,F[B-](F)(F)F",COC[N+](C)(C)C,F[B-](F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-Heptyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,280.1573977,CCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
Tetrapentylammonium N-(trifluoromethylsulfonyl)pentafluoroethylsulfonamide,298.2051282,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,CCCCC[N+](CCCCC)(CCCCC)CCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-ethyl-2,3-dimethylimidazolium bis[(pentafluoroethyl)sulfonyl]imide",298.0,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-benzyl-2-methyl-3-n-decylimidazolium bromide,361.0,CCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[Br-],CCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,[Br-],"Molecules 2021, 26(9), 2454"
1-hydroxy-2-ethyl-3-[2-(4-chloro phenyl)-2-oxoethyl]imidazolium tetrafluoroborate,472.15,CCc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1.F[B-](F)(F)F,CCc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethylpyridinium 4-methylbenzenesulfonate,374.0,CC[n+]1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,CC[n+]1ccccc1,Cc1ccc(S(=O)(=O)[O-])cc1,"Molecules 2021, 26(9), 2454"
1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,364.0,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylimidazolium bromide,352.0,CCCCn1cc[n+](C)c1.[Br-],CCCCn1cc[n+](C)c1,[Br-],"Molecules 2021, 26(9), 2454"
1-Ethyl-3-methylimidazolium chloride,360.0105485,CCn1cc[n+](C)c1.[Cl-],CCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
Trimethylethylammonium bis((trifluoromethyl) sulfonyl)imide,382.1529412,CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
N-methyl-N-butyl-pyrrolidinium dihydrogen phosphate,385.0445986,CCCC[N+]1(C)CCCC1.O=P([O-])(O)O,CCCC[N+]1(C)CCCC1,O=P([O-])(O)O,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,258.1,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylpyridinium trifluoromethanesulfonate,303.0,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-decyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,271.0,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
triethyl-methylammonium bis(trifluoromethylsulfonyl)imide,402.0,CC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-tridecyl-3-methylimidazolium tetrafluoroborate,322.25,CCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-undecyl-3-methylimidazolium tetrafluoroborate,295.0,CCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
1-((dodecyloxy)methyl)pyridinium n-cyclohexylsulfamate,306.0,CCCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,"Molecules 2021, 26(9), 2454"
"2-methoxy-n,n,n-trimethylethan-1-aminium tetrafluoroborate",327.0,COCC[N+](C)(C)C.F[B-](F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,271.0,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
ortho-(fluorophenoxy)phenyltriphenylphosphanium bistriflimide,391.9,"Fc1ccccc1Oc1ccccc1[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F",Fc1ccccc1Oc1ccccc1[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
n-methyl-n-butyl-piperidinium (heptafluoro-n-propyl)trifluoroborate,354.0,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-(4-methoxyphenyl)-3-undecyl-1H-imidazolium bromide,321.15,"CCCCCCCCCCC[n+]1ccn(-c2ccc(OC)cc2)c1,[Br-]",CCCCCCCCCCC[n+]1ccn(-c2ccc(OC)cc2)c1,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
"1-heptanaminmium, N,N,N-triheptyl-, iodide",396.15,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[I-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[I-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tetrapropylammonium chloride,503.0,CCC[N+](CCC)(CCC)CCC.[Cl-],CCC[N+](CCC)(CCC)CCC,[Cl-],"Molecules 2021, 26(9), 2454"
1-ethyl-2-methylimidazolium bromide,417.0,CCn1cc[nH+]c1C.[Br-],CCn1cc[nH+]c1C,[Br-],"Molecules 2021, 26(9), 2454"
1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,286.0,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-hexyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide,277.2,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"n,n,n-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",292.0,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,258.0,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,CCCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F,"Molecules 2021, 26(9), 2454"
1-Ethyl-3-methylimidazolium tetrafluoroborate,287.0678128,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-(4-methoxyphenyl)-3-pentyl-1H-imidazolium bromide,325.15,"CCCCC[n+]1ccn(-c2ccc(OC)cc2)c1,[Br-]",CCCCC[n+]1ccn(-c2ccc(OC)cc2)c1,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium perchlorate",372.1,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,[O-][Cl+3]([O-])([O-])[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,2-dimethyl-3-ethylimidazolium bromide",414.0,CC[n+]1ccn(C)c1C.[Br-],CC[n+]1ccn(C)c1C,[Br-],"Molecules 2021, 26(9), 2454"
1-methyl-3-propylimidazolium iodide,290.1,CCC[n+]1ccn(C)c1.[I-],CCC[n+]1ccn(C)c1,[I-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
" 1-(2,4-difluorophenyl)- 2-phenyl-3-undecyl-1H-imidazol-3-ium bromide",377.15,"CCCCCCCCCCC[n+]1ccn(-c2ccc(F)cc2F)c1-c1ccccc1,[Br-]",CCCCCCCCCCC[n+]1ccn(-c2ccc(F)cc2F)c1-c1ccccc1,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
triethyloctylphosphonium 4-nitroimidazolide,245.0,CCCCCCCC[P+](CC)(CC)CC.[c-]1c[nH]nn1,CCCCCCCC[P+](CC)(CC)CC,[c-]1c[nH]nn1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-1-methylpyrrolidinium tetrafluoroborate,339.0,CC[N+]1(C)CCCC1.F[B-](F)(F)F,CC[N+]1(C)CCCC1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium chloride,362.15,"CCn1cc[n+](C)c1,[Cl-]",CCn1cc[n+](C)c1,[Cl-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-(4-methylphenyl)-3-pentyl-1H-imidazolium bromide,314.15,"CCCCC[n+]1ccn(-c2ccc(C)cc2)c1,[Br-]",CCCCC[n+]1ccn(-c2ccc(C)cc2)c1,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,256.0,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-methyl-4-amino-1,2,4-triazolium iodide",374.0,C[n+]1cn(N)cn1.[I-],C[n+]1cn(N)cn1,[I-],"Molecules 2021, 26(9), 2454"
1-ethyl-3-methylpyridinium perfluoropentanoate,275.0,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1cccc(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,256.0,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-propyl-3-methylimidazolium perfluorobutylsulfonate,306.0,CCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"1,3-Dimethylimidazolium (heptafluoro-n-propyl) trifluoroborate",284.1692466,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
