T,P,vis,SMILES,Cation,Anion
378.15,101.0,-5.010135419,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,39330.0,-2.079441542,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
343.15,101.325,-4.174687315,CCCCCn1cc[n+](C)c1.N#C[S-],CCCCCn1cc[n+](C)c1,N#C[S-]
303.15,65050.0,-1.262308381,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
293.15,101.325,-1.937941979,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
310.63,101.325,-3.068302966,CCCCCCCCP(=O)([O-])[O-].CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1,CCCCCCCCP(=O)([O-])[O-]
363.15,101.325,-3.943513673,CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,101.325,-3.426053758,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
307.03,100.0,-2.946942109,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
303.15,10000.0,-2.370863934,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,101.325,-2.989750202,COS(=O)(=O)O.C[n+]1ccn(Cc2ccccc2)c1,C[n+]1ccn(Cc2ccccc2)c1,C[n+]1ccn(Cc2ccccc2)c1
318.15,101.325,-3.780337065,CCCCCCn1cc[n+](C)c1.N#CN=C=[N-],CCCCCCn1cc[n+](C)c1,N#CN=C=[N-]
313.15,101.325,-1.687399454,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[c-]1c[nH]nn1,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[c-]1c[nH]nn1
293.65,14330.0,-0.725670372,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
298.15,101.325,1.265820208,CC(=O)NC(C)C(=O)[O-].CCC[N+]1(C)CCOCC1,CCC[N+]1(C)CCOCC1,CC(=O)NC(C)C(=O)[O-]
298.2,101.325,-2.282782466,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
292.4,100.0,-1.857899272,CC(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CC(=O)[O-]
283.15,102300.0,-0.468404908,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
299.1,101.325,-2.796881415,CCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
343.15,101.325,-2.790345444,CCCCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-]
322.0,101.325,-4.528209145,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#CNC#N,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1,N#CNC#N
308.0,101.325,-2.016278967,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
318.2,101.325,-3.442019376,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.15,101.325,-2.017406151,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1cn[n-]c1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=[N+]([O-])c1cn[n-]c1
373.15,101.325,-5.460365819,CC(=O)[O-].N#CCC[NH+]1C=CN=C1,N#CCC[NH+]1C=CN=C1,CC(=O)[O-]
318.15,101.325,-3.579845693,COCCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.0,100.0,-4.028556822,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,CCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
345.15,101.325,-2.80016549,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CC(=O)[O-]
318.15,101.325,-2.603690186,C[n+]1ccn(CCCCC#N)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C[n+]1ccn(CCCCC#N)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
328.15,101.325,-3.500244535,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,101.325,0.415415439,C[N+](C)(C)CCO.O=C([O-])C1CCCN1,C[N+](C)(C)CCO,O=C([O-])C1CCCN1
270.04,100.0,-0.839329691,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
308.05,101.325,-1.560171671,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#CNC#N,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#CNC#N
358.15,101.325,-4.304325127,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
293.0,101.325,-1.987774353,CCCC[n+]1ccccc1.F[B-](F)(F)F,CCCC[n+]1ccccc1,F[B-](F)(F)F
338.15,100.0,-3.663601647,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1,O=S(=O)([O-])C(F)(F)F
343.15,10000.0,-3.384340265,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
308.15,101.325,-2.478129666,CCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.0,101.325,-0.339677368,Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1,O=S(=O)([O-])C(F)(F)F
313.15,101.0,-2.748872196,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
300.39,2690.0,-1.714798428,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
348.15,101.325,-3.107781777,CCCCn1cc[n+](C)c1.[I-],CCCCn1cc[n+](C)c1,[I-]
298.15,101.325,-0.52087596,CCCCn1cc[n+](C)c1.O=C(O)c1ccccc1[O-],CCCCn1cc[n+](C)c1,O=C(O)c1ccccc1[O-]
318.15,100.0,-2.3227878,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cnc[n-]1,CCCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cnc[n-]1
288.15,101.325,0.198850859,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1nn[nH]n1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[c-]1nn[nH]n1
333.15,101.325,-2.384880336,C[N+]1(CCCO)CCOCC1.N#CC(=C=[N-])C#N,C[N+]1(CCCO)CCOCC1,N#CC(=C=[N-])C#N
323.15,101.325,-3.442019376,CC(C)CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
288.15,101.325,-1.802416049,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCn1cc[n+](CCCCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
288.0,101.325,-1.283737773,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
386.33,101.325,-4.086376393,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
393.1,101.325,-2.513306124,CCCCCCCCn1cc[n+](C)c1.[Cl-],CCCCCCCCn1cc[n+](C)c1,[Cl-]
313.15,21450.0,-2.727233021,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
338.15,101.325,-2.606396547,CCCCCn1cc[n+](C)c1C.O=S(=O)([O-])O,CCCCCn1cc[n+](C)c1C,O=S(=O)([O-])O
313.15,101.325,-3.496607566,COCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,101.0,-4.20572315,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,101.325,-3.48675527,CC[N+](C)(C)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.15,101.325,0.891588119,CCCCCCCCn1cc[n+](CCC#N)c1.[Cl-],CCCCCCCCn1cc[n+](CCC#N)c1,[Cl-]
333.15,101.325,-3.816712826,CC(=O)[O-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1,CC(=O)[O-]
343.15,10000.0,-3.509896799,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F
338.0,101.325,-3.729701449,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.38,101.325,-2.563949857,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCOS(=O)(=O)[O-]
328.15,100.0,0.723676386,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,C[N+](C)(C)CCO,O=S(=O)([O-])CCN(CCO)CCO
343.15,101.325,-3.121295497,CCCCn1cc[n+](C)c1.O=C([O-])CO,CCCCn1cc[n+](C)c1,O=C([O-])CO
333.15,101.325,-3.79869432,CCCCn1cc[n+](CCC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](CCC(C)C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,101.325,-0.118783536,C[n+]1ccn(Cc2ccccc2)c1.[Cl-],C[n+]1ccn(Cc2ccccc2)c1,[Cl-]
342.29,101.325,-5.362322697,CCn1cc[n+](C)c1.N#C[C-](C#N)C#N,CCn1cc[n+](C)c1,N#C[C-](C#N)C#N
293.15,101.0,-2.039964454,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
353.15,101.325,-4.772110641,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F
323.15,101.325,0.173953307,CCCCCCn1cc[n+](CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,CCCCCCn1cc[n+](CCC#N)c1,O=C([O-])c1cccc(S(=O)(=O)O)c1
283.15,101.325,0.587786665,CCCCCC[NH+]1C=CN(C)C1.O=[N+]([O-])[O-],CCCCCC[NH+]1C=CN(C)C1,O=[N+]([O-])[O-]
338.15,100.0,0.532391402,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])CC(O)CN1CCOCC1
298.15,100.0,-1.676646662,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,101.325,-3.367956048,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](CCCCCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,101.325,-4.645992181,CCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CCCCCC(=O)[O-]
325.65,101.325,-3.386111744,CCC[n+]1ccccc1.F[B-](F)(F)F,CCC[n+]1ccccc1,F[B-](F)(F)F
293.15,100.0,0.368801124,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
303.15,101.325,-2.3892329,C[n+]1ccn(CCCl)c1.N#CNC#N,C[n+]1ccn(CCCl)c1,N#CNC#N
323.15,50000.0,-2.756715373,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.15,101.325,-5.914503506,CC(=O)[O-].CCN(C)C,CCN(C)C,CC(=O)[O-]
308.15,100.0,-1.931021537,CC(=O)[O-].CC[N+]1(C)CCCC1,CC[N+]1(C)CCCC1,CC(=O)[O-]
281.34,100.0,-1.626075554,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.15,101.325,-4.137043317,CCCCn1cc[n+](C)c1.N#CC(C#N)C#N,CCCCn1cc[n+](C)c1,N#CC(C#N)C#N
288.15,101.325,-1.574070769,CCC(=O)[NH+](C)C.O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F,CCC(=O)[NH+](C)C,O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F
343.15,101.325,-3.283414346,COCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,101.325,-2.226550407,CCCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
293.131,101.325,-1.707050741,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,CC[n+]1cccc(C)c1,CCOS(=O)(=O)[O-]
323.15,101.325,-3.473768074,CC(=O)[O-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1,CC(=O)[O-]
338.15,101.325,-2.973970782,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,100.0,-4.919880931,CCCC(=O)[O-].OCC[NH2+]c1ccccc1,OCC[NH2+]c1ccccc1,CCCC(=O)[O-]
323.55,1710.0,-2.465104022,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
300.58,100.0,-3.081290162,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,101.325,-4.206394066,C[n+]1ccn(CCCl)c1.N#CNC#N,C[n+]1ccn(CCCl)c1,N#CNC#N
308.15,96.7,-2.575707014,CC(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CC(=O)[O-]
338.15,101.3,-4.374058465,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,101.325,0.593326845,CCCCCCn1cc[n+](C)c1.O=[N+]([O-])c1cn[n-]c1,CCCCCCn1cc[n+](C)c1,O=[N+]([O-])c1cn[n-]c1
293.0,101.325,0.129711607,CS(=O)(=O)[O-].CS(=O)(=O)[O-].Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1,CS(=O)(=O)[O-],CS(=O)(=O)[O-]
318.0,101.325,-2.859454655,C=CC[N+](C)(C)CC.O=S(=O)([O-])C(F)(F)F,C=CC[N+](C)(C)CC,O=S(=O)([O-])C(F)(F)F
305.43,100.0,-2.878838522,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
323.15,101.0,-2.382711137,CCC[n+]1ccn(C)c1C.F[B-](F)(F)F,CCC[n+]1ccn(C)c1C,F[B-](F)(F)F
338.15,100.0,-4.632541383,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
348.15,250700.0,-1.890475442,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
313.15,101.325,-0.699165253,CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1cccc(C#N)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,101.325,-2.538307427,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,CC(C)C[P+](C)(CC(C)C)CC(C)C,Cc1ccc(S(=O)(=O)[O-])cc1
343.0,101.325,-4.206394066,C=CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,C=CC[NH+](CC)CC,O=S(=O)([O-])C(F)(F)F
338.15,101.325,-4.308776173,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.18,20100.0,-3.924963524,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
333.15,30240.0,-2.952672784,CCCC[n+]1ccccc1C.F[B-](F)(F)F,CCCC[n+]1ccccc1C,F[B-](F)(F)F
323.15,101.325,-1.006489,CCCCCCCC[n+]1ccc2ccccc2c1.N#C[S-],CCCCCCCC[n+]1ccc2ccccc2c1,N#C[S-]
308.15,100.0,-2.915074371,CCCCCC[n+]1cccc(C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1cccc(C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
293.0,101.325,-1.976163192,CCCCCCCCC[n+]1ccn(C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCC[n+]1ccn(C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
293.15,101.325,-0.011060947,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](C)c1Cl,Cn1cc[n+](C)c1Cl,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
348.15,101.0,-4.84291989,CCCC[n+]1ccccc1.N#CNC#N,CCCC[n+]1ccccc1,N#CNC#N
318.15,101.325,-2.424752727,CCCCCC[n+]1cc(C)cc(C)c1CCCCC.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1cc(C)cc(C)c1CCCCC,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,101.325,-2.154165088,CCCCC(CC)CCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCC(CC)CCC(=O)[O-]
338.15,101.325,-4.452449099,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
403.4,100.0,-5.229724575,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
298.15,60200.0,-1.670250052,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.325,-0.235722334,CC(O)C(N)C(=O)[O-].CCCC[N+](C)(CCCC)CCCC,CCCC[N+](C)(CCCC)CCCC,CC(O)C(N)C(=O)[O-]
293.15,101.0,-0.209487225,Cn1cc[n+](CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](CCCC#N)c1,O=S(=O)([O-])C(F)(F)F
320.65,101.325,-3.19760369,CCC[n+]1ccccc1.F[B-](F)(F)F,CCC[n+]1ccccc1,F[B-](F)(F)F
320.65,101.325,-4.702783015,CNCCO.O=C[O-],O=C[O-],O=C[O-]
263.15,101.325,-1.74239804,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,100.0,-0.063472423,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
308.15,101.0,-3.776618368,CCCC[n+]1ccccc1.N#CNC#N,CCCC[n+]1ccccc1,N#CNC#N
318.15,101.325,-1.666008264,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],CCCCCCCCn1cc[n+](C)c1,O=[N+]([O-])[O-]
368.2,101.325,-3.709082161,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-]
348.15,101.325,-4.51899249,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,101.0,-2.162823151,N#CNC#N.OCCC[n+]1ccccc1,OCCC[n+]1ccccc1,OCCC[n+]1ccccc1
308.15,101.325,-0.314710745,CCCCCCCCn1cc[n+](C)c1.[I-],CCCCCCCCn1cc[n+](C)c1,[I-]
323.15,101.325,1.905236953,N#CCCn1cc[n+](CCO)c1.[Cl-],N#CCCn1cc[n+](CCO)c1,[Cl-]
303.15,6000.0,-2.590267165,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
368.15,101.325,-3.103317484,C[n+]1ccn(Cc2ccccc2)c1.[Cl-],C[n+]1ccn(Cc2ccccc2)c1,[Cl-]
411.59,101.325,-4.585367559,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
323.15,101.325,-1.877317358,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],CCCCCCCCn1cc[n+](C)c1,O=[N+]([O-])[O-]
313.15,100.0,-4.509860006,CCCC(=O)[O-].OCC[NH2+]c1ccccc1,OCC[NH2+]c1ccccc1,CCCC(=O)[O-]
